id,name,shelves,platforms,rating,review,dates,statuses,genres,franchises,developers,publishers,release_date,url,giantbomb_id
30092,Antichamber,"{""Played"": {""date_added"": ""2023-01-01T08:40:50Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/"", ""order"": 185}, ""Completed"": {""date_added"": ""2023-01-01T08:40:52Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547301-completed/"", ""order"": 25}}",{},,,[],[],"{""Puzzle"": {""url"": ""https://www.grouvee.com/games/?genre=puzzle""}}",{},"{""Demruth"": {""url"": ""https://www.grouvee.com/games/company/4057-demruth/""}}","{""Demruth"": {""url"": ""https://www.grouvee.com/games/company/4057-demruth/""}}",2013-01-31,https://www.grouvee.com/games/30092-antichamber/,32844
30132,Dota 2,"{""Played"": {""date_added"": ""2019-12-22T12:45:03Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/""}, ""Endless"": {""date_added"": ""2019-12-22T12:45:04Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547305-endless/""}}",{},,,[],[],"{""MOBA"": {""url"": ""https://www.grouvee.com/games/?genre=moba""}}","{""Dota"": {""url"": ""https://www.grouvee.com/games/franchise/3874-dota/""}}","{""Valve Corporation"": {""url"": ""https://www.grouvee.com/games/company/17184-valve-corporation/""}}","{""Nexon Corporation"": {""url"": ""https://www.grouvee.com/games/company/10962-nexon-corporation/""}, ""Perfect World Entertainment"": {""url"": ""https://www.grouvee.com/games/company/12045-perfect-world-entertainment/""}, ""Valve Corporation"": {""url"": ""https://www.grouvee.com/games/company/17184-valve-corporation/""}}",2013-07-09,https://www.grouvee.com/games/30132-dota-2/,32887
30172,Far Cry 3,"{""Wish List"": {""date_added"": ""2024-08-23T01:23:24Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 289}}",{},,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""First-Person Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=first-person-shooter""}}","{""Far Cry"": {""url"": ""https://www.grouvee.com/games/franchise/139-far-cry/""}}","{""Ubisoft Massive"": {""url"": ""https://www.grouvee.com/games/company/16939-ubisoft-massive/""}, ""Ubisoft Montreal Studios"": {""url"": ""https://www.grouvee.com/games/company/16942-ubisoft-montreal-studios/""}}","{""Ubisoft Entertainment"": {""url"": ""https://www.grouvee.com/games/company/16936-ubisoft-entertainment/""}}",2012-11-29,https://www.grouvee.com/games/30172-far-cry-3/,32933
30341,GRID 2,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:50Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 40}, ""Steam"": {""date_added"": ""2019-12-22T12:17:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Driving/Racing"": {""url"": ""https://www.grouvee.com/games/?genre=drivingracing""}}","{""GRID"": {""url"": ""https://www.grouvee.com/games/franchise/2482-grid/""}}","{""Codemasters Racing"": {""url"": ""https://www.grouvee.com/games/company/3149-codemasters-racing/""}}","{""Codemasters"": {""url"": ""https://www.grouvee.com/games/company/3146-codemasters/""}}",2013-05-27,https://www.grouvee.com/games/30341-grid-2/,33118
30420,LEGO Pirates of the Caribbean: The Video Game,"{""Played"": {""date_added"": ""2020-05-11T17:56:45Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/""}}",{},,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}}","{""Disney"": {""url"": ""https://www.grouvee.com/games/franchise/198-disney/""}, ""LEGO"": {""url"": ""https://www.grouvee.com/games/franchise/169-lego/""}, ""Pirates of the Caribbean"": {""url"": ""https://www.grouvee.com/games/franchise/604-pirates-of-the-caribbean/""}}","{""TT Fusion"": {""url"": ""https://www.grouvee.com/games/company/16803-tt-fusion/""}, ""TT Games"": {""url"": ""https://www.grouvee.com/games/company/16804-tt-games/""}, ""Traveller's Tales Ltd."": {""url"": ""https://www.grouvee.com/games/company/16661-travellers-tales-ltd/""}}","{""Disney Interactive Studios"": {""url"": ""https://www.grouvee.com/games/company/4346-disney-interactive-studios/""}}",2011-05-10,https://www.grouvee.com/games/30420-lego-pirates-of-the-caribbean-the-video-game/,33207
31317,The Wolf Among Us,"{""Wish List"": {""date_added"": ""2024-08-23T01:23:46Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 291}}",{},,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}","{""The Wolf Among Us"": {""url"": ""https://www.grouvee.com/games/franchise/3856-the-wolf-among-us/""}}","{""Outsource Media (OMUK)"": {""url"": ""https://www.grouvee.com/games/company/11740-outsource-media-omuk/""}, ""Telltale Games"": {""url"": ""https://www.grouvee.com/games/company/16015-telltale-games/""}}","{""Telltale Games"": {""url"": ""https://www.grouvee.com/games/company/16015-telltale-games/""}}",2013-10-11,https://www.grouvee.com/games/31317-the-wolf-among-us/,34213
31393,Sins of a Solar Empire: Rebellion,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:50Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 30}, ""Steam"": {""date_added"": ""2019-12-22T12:17:50Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Real-Time Strategy"": {""url"": ""https://www.grouvee.com/games/?genre=real-time-strategy""}}","{""Sins of a Solar Empire"": {""url"": ""https://www.grouvee.com/games/franchise/1381-sins-of-a-solar-empire/""}}","{""Ironclad Games Corporation"": {""url"": ""https://www.grouvee.com/games/company/7918-ironclad-games-corporation/""}}","{""Kalypso Media"": {""url"": ""https://www.grouvee.com/games/company/8389-kalypso-media/""}, ""Stardock Corporation"": {""url"": ""https://www.grouvee.com/games/company/15112-stardock-corporation/""}}",2013-06-05,https://www.grouvee.com/games/31393-sins-of-a-solar-empire-rebellion/,34294
31497,Rocket League,"{""Played"": {""date_added"": ""2019-12-22T12:17:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/"", ""order"": 30}, ""Endless"": {""date_added"": ""2023-01-01T08:44:45Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547305-endless/"", ""order"": 66}, ""Steam"": {""date_added"": ""2019-12-22T12:17:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",5,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 414000, ""level_of_completion"": null}]",[],"{""Driving/Racing"": {""url"": ""https://www.grouvee.com/games/?genre=drivingracing""}, ""Soccer"": {""url"": ""https://www.grouvee.com/games/?genre=soccer""}, ""Vehicular Combat"": {""url"": ""https://www.grouvee.com/games/?genre=vehicular-combat""}}","{""Rocket League"": {""url"": ""https://www.grouvee.com/games/franchise/4918-rocket-league/""}, ""Supersonic Acrobatic Rocket-Powered Battle-Cars"": {""url"": ""https://www.grouvee.com/games/franchise/1957-supersonic-acrobatic-rocket-powered-battle-cars/""}}","{""Psyonix Studios"": {""url"": ""https://www.grouvee.com/games/company/12776-psyonix-studios/""}}","{""Psyonix Studios"": {""url"": ""https://www.grouvee.com/games/company/12776-psyonix-studios/""}}",2015-07-07,https://www.grouvee.com/games/31497-rocket-league/,34407
31883,Sonic Generations,"{""Played"": {""date_added"": ""2019-12-22T12:17:50Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/"", ""order"": 25}, ""Steam"": {""date_added"": ""2019-12-22T12:17:50Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 244800, ""level_of_completion"": null}]",[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}, ""Platformer"": {""url"": ""https://www.grouvee.com/games/?genre=platformer""}}","{""Sonic the Hedgehog"": {""url"": ""https://www.grouvee.com/games/franchise/99-sonic-the-hedgehog/""}}","{""Devil's Details"": {""url"": ""https://www.grouvee.com/games/company/4122-devils-details/""}, ""Dimps Corporation"": {""url"": ""https://www.grouvee.com/games/company/4309-dimps-corporation/""}, ""Sonic Team"": {""url"": ""https://www.grouvee.com/games/company/14834-sonic-team/""}}","{""Sega"": {""url"": ""https://www.grouvee.com/games/company/14066-sega/""}}",2011-11-01,https://www.grouvee.com/games/31883-sonic-generations/,34833
31914,The Song of Saya,"{""Wish List"": {""date_added"": ""2020-10-08T19:25:50Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/""}}",{},,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}",{},"{""Nitroplus"": {""url"": ""https://www.grouvee.com/games/company/11130-nitroplus/""}}","{""JAST USA"": {""url"": ""https://www.grouvee.com/games/company/8091-jast-usa/""}, ""Nitroplus"": {""url"": ""https://www.grouvee.com/games/company/11130-nitroplus/""}}",2003-12-26,https://www.grouvee.com/games/31914-the-song-of-saya/,34867
31976,Terraria,"{""Wish List"": {""date_added"": ""2019-12-22T12:43:53Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/""}}",{},,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Platformer"": {""url"": ""https://www.grouvee.com/games/?genre=platformer""}}","{""Terraria"": {""url"": ""https://www.grouvee.com/games/franchise/2701-terraria/""}}","{""Codeglue"": {""url"": ""https://www.grouvee.com/games/company/3139-codeglue/""}, ""Engine Software B.V."": {""url"": ""https://www.grouvee.com/games/company/5011-engine-software-bv/""}, ""Pipeworks Studio"": {""url"": ""https://www.grouvee.com/games/company/12217-pipeworks-studio/""}, ""Re-Logic"": {""url"": ""https://www.grouvee.com/games/company/13324-re-logic/""}}","{""505 Games"": {""url"": ""https://www.grouvee.com/games/company/180-505-games/""}, ""Merge Games"": {""url"": ""https://www.grouvee.com/games/company/9998-merge-games/""}, ""Re-Logic"": {""url"": ""https://www.grouvee.com/games/company/13324-re-logic/""}, ""Spike Chunsoft"": {""url"": ""https://www.grouvee.com/games/company/14988-spike-chunsoft/""}}",2011-05-16,https://www.grouvee.com/games/31976-terraria/,34940
32404,Dragon Age: Inquisition,"{""Wish List"": {""date_added"": ""2024-08-23T01:27:09Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 301}}",{},,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}","{""Dragon Age"": {""url"": ""https://www.grouvee.com/games/franchise/1805-dragon-age/""}}","{""BioWare"": {""url"": ""https://www.grouvee.com/games/company/1891-bioware/""}}","{""Electronic Arts"": {""url"": ""https://www.grouvee.com/games/company/4907-electronic-arts/""}}",2014-11-18,https://www.grouvee.com/games/32404-dragon-age-inquisition/,35398
32643,"Warhammer 40,000: Dawn of War III","{""Backlog"": {""date_added"": ""2019-12-22T12:17:56Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 137}, ""Steam"": {""date_added"": ""2019-12-22T12:17:56Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Real-Time Strategy"": {""url"": ""https://www.grouvee.com/games/?genre=real-time-strategy""}}","{""Warhammer 40,000"": {""url"": ""https://www.grouvee.com/games/franchise/514-warhammer-40000/""}, ""Warhammer 40,000: Dawn of War"": {""url"": ""https://www.grouvee.com/games/franchise/626-warhammer-40000-dawn-of-war/""}}","{""Relic Entertainment"": {""url"": ""https://www.grouvee.com/games/company/13316-relic-entertainment/""}}","{""Sega"": {""url"": ""https://www.grouvee.com/games/company/14066-sega/""}}",2017-04-27,https://www.grouvee.com/games/32643-warhammer-40000-dawn-of-war-iii/,35675
32809,Dishonored,"{""Wish List"": {""date_added"": ""2023-01-01T08:44:37Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 189}}",{},,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""First-Person Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=first-person-shooter""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}","{""Dishonored"": {""url"": ""https://www.grouvee.com/games/franchise/3235-dishonored/""}}","{""Arkane Studios SA"": {""url"": ""https://www.grouvee.com/games/company/1149-arkane-studios-sa/""}, ""Zenimax Media Inc"": {""url"": ""https://www.grouvee.com/games/company/18216-zenimax-media-inc/""}}","{""Bethesda Softworks"": {""url"": ""https://www.grouvee.com/games/company/1763-bethesda-softworks/""}}",2012-10-09,https://www.grouvee.com/games/32809-dishonored/,35850
32855,The Binding of Isaac,"{""Played"": {""date_added"": ""2019-12-22T12:17:50Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/"", ""order"": 28}, ""Endless"": {""date_added"": ""2019-12-22T12:38:40Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547305-endless/""}, ""Steam"": {""date_added"": ""2019-12-22T12:17:50Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 46800, ""level_of_completion"": null}]",[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}, ""Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=shooter""}}","{""The Binding of Isaac"": {""url"": ""https://www.grouvee.com/games/franchise/3708-the-binding-of-isaac/""}}",{},"{""Headup Games"": {""url"": ""https://www.grouvee.com/games/company/7007-headup-games/""}, ""Merge Games"": {""url"": ""https://www.grouvee.com/games/company/9998-merge-games/""}}",2011-09-28,https://www.grouvee.com/games/32855-the-binding-of-isaac/,35899
32996,Borderlands 2,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:50Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 35}, ""Steam"": {""date_added"": ""2019-12-22T12:17:50Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""First-Person Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=first-person-shooter""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}","{""Borderlands"": {""url"": ""https://www.grouvee.com/games/franchise/1769-borderlands/""}}","{""Gearbox Software LLC"": {""url"": ""https://www.grouvee.com/games/company/6287-gearbox-software-llc/""}, ""Sonic Mayhem"": {""url"": ""https://www.grouvee.com/games/company/14830-sonic-mayhem/""}}","{""2K Games"": {""url"": ""https://www.grouvee.com/games/company/84-2k-games/""}, ""Aspyr Media, Inc."": {""url"": ""https://www.grouvee.com/games/company/1285-aspyr-media-inc/""}}",2012-09-18,https://www.grouvee.com/games/32996-borderlands-2/,36055
33053,Counter-Strike: Global Offensive,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:52Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 64}, ""Steam"": {""date_added"": ""2019-12-22T12:17:52Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 1320, ""level_of_completion"": null}]",[],"{""First-Person Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=first-person-shooter""}}","{""Counter-Strike"": {""url"": ""https://www.grouvee.com/games/franchise/1087-counter-strike/""}}","{""Hidden Path Entertainment"": {""url"": ""https://www.grouvee.com/games/company/7120-hidden-path-entertainment/""}, ""Valve Corporation"": {""url"": ""https://www.grouvee.com/games/company/17184-valve-corporation/""}}","{""Valve Corporation"": {""url"": ""https://www.grouvee.com/games/company/17184-valve-corporation/""}}",2012-08-21,https://www.grouvee.com/games/33053-counter-strike-global-offensive/,36113
33208,Go! Go! Nippon! ~My First Trip to Japan~,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:53Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 88}, ""Steam"": {""date_added"": ""2019-12-22T12:17:53Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}, ""Educational"": {""url"": ""https://www.grouvee.com/games/?genre=educational""}}",{},"{""Overdrive"": {""url"": ""https://www.grouvee.com/games/company/11743-overdrive/""}}","{""MangaGamer"": {""url"": ""https://www.grouvee.com/games/company/19702-mangagamer/""}}",2011-09-30,https://www.grouvee.com/games/33208-go-go-nippon-my-first-trip-to-japan/,36283
33258,Deponia,"{""Wish List"": {""date_added"": ""2020-10-09T18:36:21Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/""}}",{},,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}","{""Deponia"": {""url"": ""https://www.grouvee.com/games/franchise/2426-deponia/""}}","{""Daedalic Entertainment"": {""url"": ""https://www.grouvee.com/games/company/3716-daedalic-entertainment/""}, ""Outsource Media (OMUK)"": {""url"": ""https://www.grouvee.com/games/company/11740-outsource-media-omuk/""}}","{""Daedalic Entertainment"": {""url"": ""https://www.grouvee.com/games/company/3716-daedalic-entertainment/""}, ""EuroVideo Medien GmbH"": {""url"": ""https://www.grouvee.com/games/company/19043-eurovideo-medien-gmbh/""}, ""Lace Mamba Global"": {""url"": ""https://www.grouvee.com/games/company/19602-lace-mamba-global/""}}",2012-08-06,https://www.grouvee.com/games/33258-deponia/,36334
33404,Kerbal Space Program,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:50Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 34}, ""Steam"": {""date_added"": ""2019-12-22T12:17:50Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Flight Simulator"": {""url"": ""https://www.grouvee.com/games/?genre=flight-simulator""}}","{""Kerbal Space Program"": {""url"": ""https://www.grouvee.com/games/franchise/4505-kerbal-space-program/""}}","{""BlitWorks"": {""url"": ""https://www.grouvee.com/games/company/2086-blitworks/""}, ""Squad"": {""url"": ""https://www.grouvee.com/games/company/15055-squad/""}}","{""Private Division"": {""url"": ""https://www.grouvee.com/games/company/20130-private-division/""}, ""Squad"": {""url"": ""https://www.grouvee.com/games/company/15055-squad/""}}",2015-04-27,https://www.grouvee.com/games/33404-kerbal-space-program/,36494
33607,Toki Tori 2,"{""Paused"": {""date_added"": ""2020-07-04T17:20:59Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547304-paused/""}}",{},,,[],[],"{""Platformer"": {""url"": ""https://www.grouvee.com/games/?genre=platformer""}, ""Puzzle"": {""url"": ""https://www.grouvee.com/games/?genre=puzzle""}}","{""Toki Tori"": {""url"": ""https://www.grouvee.com/games/franchise/2524-toki-tori/""}}","{""Two Tribes B.V."": {""url"": ""https://www.grouvee.com/games/company/16896-two-tribes-bv/""}}","{""Rainy Frog"": {""url"": ""https://www.grouvee.com/games/company/13030-rainy-frog/""}, ""Soedesco"": {""url"": ""https://www.grouvee.com/games/company/20369-soedesco/""}, ""Two Tribes B.V."": {""url"": ""https://www.grouvee.com/games/company/16896-two-tribes-bv/""}}",2013-04-04,https://www.grouvee.com/games/33607-toki-tori-2/,36713
33656,Grand Theft Auto V,"{""Backlog"": {""date_added"": ""2019-12-22T12:09:38Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/""}}",{},,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 2700, ""level_of_completion"": null}]",[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Driving/Racing"": {""url"": ""https://www.grouvee.com/games/?genre=drivingracing""}}","{""Grand Theft Auto"": {""url"": ""https://www.grouvee.com/games/franchise/845-grand-theft-auto/""}}","{""Rockstar North"": {""url"": ""https://www.grouvee.com/games/company/13595-rockstar-north/""}}","{""Rockstar Games"": {""url"": ""https://www.grouvee.com/games/company/13590-rockstar-games/""}, ""Take-Two Interactive Software, Inc."": {""url"": ""https://www.grouvee.com/games/company/15750-take-two-interactive-software-inc/""}}",2013-09-17,https://www.grouvee.com/games/33656-grand-theft-auto-v/,36765
33763,Saints Row IV,"{""Wish List"": {""date_added"": ""2019-12-22T12:45:11Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/""}}",{},,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=shooter""}}","{""Saints Row"": {""url"": ""https://www.grouvee.com/games/franchise/1077-saints-row/""}}","{""High Voltage Software, Inc."": {""url"": ""https://www.grouvee.com/games/company/7137-high-voltage-software-inc/""}, ""Volition Incorporated"": {""url"": ""https://www.grouvee.com/games/company/17475-volition-incorporated/""}}","{""Deep Silver"": {""url"": ""https://www.grouvee.com/games/company/3995-deep-silver/""}, ""Spike Chunsoft"": {""url"": ""https://www.grouvee.com/games/company/14988-spike-chunsoft/""}}",2013-08-20,https://www.grouvee.com/games/33763-saints-row-iv/,36884
33857,The Last of Us,"{""Wish List"": {""date_added"": ""2019-12-22T12:09:40Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/""}}",{},,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=shooter""}}","{""The Last of Us"": {""url"": ""https://www.grouvee.com/games/franchise/3653-the-last-of-us/""}}","{""Naughty Dog, Inc."": {""url"": ""https://www.grouvee.com/games/company/10771-naughty-dog-inc/""}, ""Virtuos Ltd."": {""url"": ""https://www.grouvee.com/games/company/17386-virtuos-ltd/""}}","{""Sony Computer Entertainment America"": {""url"": ""https://www.grouvee.com/games/company/14841-sony-computer-entertainment-america/""}, ""Sony Computer Entertainment Europe"": {""url"": ""https://www.grouvee.com/games/company/14843-sony-computer-entertainment-europe/""}}",2013-06-14,https://www.grouvee.com/games/33857-the-last-of-us/,36989
34090,Acceleration Of SUGURI 2,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:53Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 85}, ""Steam"": {""date_added"": ""2019-12-22T12:17:53Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Fighting"": {""url"": ""https://www.grouvee.com/games/?genre=fighting""}, ""Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=shooter""}}","{""SUGURI"": {""url"": ""https://www.grouvee.com/games/franchise/2068-suguri/""}}","{""Orange_Juice"": {""url"": ""https://www.grouvee.com/games/company/11622-orange_juice/""}}","{""Fruitbat Factory"": {""url"": ""https://www.grouvee.com/games/company/5893-fruitbat-factory/""}, ""Orange_Juice"": {""url"": ""https://www.grouvee.com/games/company/11622-orange_juice/""}}",2011-08-14,https://www.grouvee.com/games/34090-acceleration-of-suguri-2/,37241
34119,Resident Evil 6,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:50Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 39}, ""Steam"": {""date_added"": ""2019-12-22T12:17:50Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}, ""Brawler"": {""url"": ""https://www.grouvee.com/games/?genre=brawler""}, ""Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=shooter""}}","{""Resident Evil"": {""url"": ""https://www.grouvee.com/games/franchise/213-resident-evil/""}}","{""Capcom"": {""url"": ""https://www.grouvee.com/games/company/2599-capcom/""}, ""Imagica Digitalscape Co., Ltd."": {""url"": ""https://www.grouvee.com/games/company/7552-imagica-digitalscape-co-ltd/""}, ""QLOC"": {""url"": ""https://www.grouvee.com/games/company/12877-qloc/""}}","{""Capcom"": {""url"": ""https://www.grouvee.com/games/company/2599-capcom/""}}",2012-10-02,https://www.grouvee.com/games/34119-resident-evil-6/,37273
34245,Sanctum 2,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 41}, ""Steam"": {""date_added"": ""2019-12-22T12:17:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}, ""First-Person Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=first-person-shooter""}, ""Real-Time Strategy"": {""url"": ""https://www.grouvee.com/games/?genre=real-time-strategy""}, ""Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=shooter""}, ""Strategy"": {""url"": ""https://www.grouvee.com/games/?genre=strategy""}}","{""Sanctum"": {""url"": ""https://www.grouvee.com/games/franchise/2888-sanctum/""}}","{""Coffee Stain Studios"": {""url"": ""https://www.grouvee.com/games/company/3163-coffee-stain-studios/""}}","{""Coffee Stain Studios"": {""url"": ""https://www.grouvee.com/games/company/3163-coffee-stain-studios/""}}",2013-05-15,https://www.grouvee.com/games/34245-sanctum-2/,37420
