id,name,shelves,platforms,rating,review,dates,statuses,genres,franchises,developers,publishers,release_date,url,giantbomb_id
81264,The Room VR: A Dark Matter,"{""Wish List"": {""date_added"": ""2020-10-09T18:21:34Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/""}}",{},,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}","{""The Room"": {""url"": ""https://www.grouvee.com/games/franchise/3341-the-room/""}}","{""Fireproof Studios"": {""url"": ""https://www.grouvee.com/games/company/5523-fireproof-studios/""}}","{""Fireproof Studios"": {""url"": ""https://www.grouvee.com/games/company/5523-fireproof-studios/""}}",2020-03-26,https://www.grouvee.com/games/81264-the-room-vr-a-dark-matter/,77795
81489,Pixel Ripped 1995,"{""Wish List"": {""date_added"": ""2023-08-15T07:54:48Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 213}, ""VR"": {""date_added"": ""2023-08-15T07:54:50Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/600159-vr/"", ""order"": 93}}",{},,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}","{""Pixel Ripped"": {""url"": ""https://www.grouvee.com/games/franchise/4669-pixel-ripped/""}}","{""Arvore"": {""url"": ""https://www.grouvee.com/games/company/1238-arvore/""}}","{""Arvore"": {""url"": ""https://www.grouvee.com/games/company/1238-arvore/""}}",2020-04,https://www.grouvee.com/games/81489-pixel-ripped-1995/,77966
82005,Labyrinthine,"{""Wish List"": {""date_added"": ""2023-08-15T08:09:38Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 243}, ""VR"": {""date_added"": ""2023-08-15T08:09:40Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/600159-vr/"", ""order"": 125}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}}",{},"{""Valko Game Studios"": {""url"": ""https://www.grouvee.com/games/company/21727-valko-game-studios/""}}","{""Valko Game Studios"": {""url"": ""https://www.grouvee.com/games/company/21727-valko-game-studios/""}}",2020-10-28,https://www.grouvee.com/games/82005-labyrinthine/,78444
82046,Peglin,"{""Wish List"": {""date_added"": ""2023-08-15T08:21:53Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 266}}",{},,,[],[],"{""Pinball"": {""url"": ""https://www.grouvee.com/games/?genre=pinball""}, ""Puzzle"": {""url"": ""https://www.grouvee.com/games/?genre=puzzle""}}",{},"{""Red Nexus Games"": {""url"": ""https://www.grouvee.com/games/company/13251-red-nexus-games/""}}","{""IndieArk"": {""url"": ""https://www.grouvee.com/games/company/22904-indieark/""}, ""Red Nexus Games"": {""url"": ""https://www.grouvee.com/games/company/13251-red-nexus-games/""}}",2022-04-25,https://www.grouvee.com/games/82046-peglin/,78474
82158,Gunfire Reborn,"{""Wish List"": {""date_added"": ""2023-08-15T08:16:56Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 259}, ""VR"": {""date_added"": ""2023-08-15T08:16:58Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/600159-vr/"", ""order"": 141}}",{},,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""First-Person Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=first-person-shooter""}}",{},"{""Duoyi"": {""url"": ""https://www.grouvee.com/games/company/4656-duoyi/""}}","{""505 Games"": {""url"": ""https://www.grouvee.com/games/company/180-505-games/""}, ""Duoyi"": {""url"": ""https://www.grouvee.com/games/company/4656-duoyi/""}}",2021-11-17,https://www.grouvee.com/games/82158-gunfire-reborn/,78565
82734,Metal: Hellsinger,"{""Wish List"": {""date_added"": ""2023-08-15T08:41:53Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 272}, ""VR"": {""date_added"": ""2023-08-15T08:41:55Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/600159-vr/"", ""order"": 149}}",{},,,[],[],"{""First-Person Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=first-person-shooter""}, ""Music/Rhythm"": {""url"": ""https://www.grouvee.com/games/?genre=musicrhythm""}}",{},"{""The Outsiders"": {""url"": ""https://www.grouvee.com/games/company/16228-the-outsiders/""}}","{""Funcom Productions A/S"": {""url"": ""https://www.grouvee.com/games/company/5928-funcom-productions-as/""}}",2022-09-15,https://www.grouvee.com/games/82734-metal-hellsinger/,78914
82799,Ratchet & Clank: Rift Apart,"{""Wish List"": {""date_added"": ""2022-03-24T12:37:18Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 171}}","{""PlayStation 5"": {""url"": ""https://www.grouvee.com/games/?platform=playstation-5""}}",,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Platformer"": {""url"": ""https://www.grouvee.com/games/?genre=platformer""}}","{""Ratchet & Clank"": {""url"": ""https://www.grouvee.com/games/franchise/978-ratchet-clank/""}}","{""Insomniac Games"": {""url"": ""https://www.grouvee.com/games/company/7767-insomniac-games/""}, ""PlayStation Studios"": {""url"": ""https://www.grouvee.com/games/company/12437-playstation-studios/""}}","{""Sony Computer Entertainment America"": {""url"": ""https://www.grouvee.com/games/company/14841-sony-computer-entertainment-america/""}}",2021-06-11,https://www.grouvee.com/games/82799-ratchet-clank-rift-apart/,78952
82813,Demon's Souls,"{""Wish List"": {""date_added"": ""2022-03-24T12:34:40Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 158}}","{""PlayStation 5"": {""url"": ""https://www.grouvee.com/games/?platform=playstation-5""}}",,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}","{""Souls"": {""url"": ""https://www.grouvee.com/games/franchise/2003-souls/""}}","{""Bluepoint Games"": {""url"": ""https://www.grouvee.com/games/company/2146-bluepoint-games/""}, ""PlayStation Studios"": {""url"": ""https://www.grouvee.com/games/company/12437-playstation-studios/""}}","{""Sony Computer Entertainment America"": {""url"": ""https://www.grouvee.com/games/company/14841-sony-computer-entertainment-america/""}, ""Sony Interactive Entertainment"": {""url"": ""https://www.grouvee.com/games/company/14847-sony-interactive-entertainment/""}}",2020-11-12,https://www.grouvee.com/games/82813-demons-souls/,78966
83174,Party Animals,"{""Played"": {""date_added"": ""2024-08-23T01:16:24Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/"", ""order"": 201}, ""Backlog"": {""date_added"": ""2024-08-23T01:16:14Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 299}, ""Endless"": {""date_added"": ""2024-08-23T01:16:22Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547305-endless/"", ""order"": 68}, ""Steam"": {""date_added"": ""2024-07-05T04:43:10Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/"", ""order"": 279}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 720, ""level_of_completion"": null}]",[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}}",{},"{""Recreate Games"": {""url"": ""https://www.grouvee.com/games/company/21761-recreate-games/""}}","{""Source Technology"": {""url"": ""https://www.grouvee.com/games/company/21762-source-technology/""}}",2022,https://www.grouvee.com/games/83174-party-animals/,79105
83178,Phasmophobia,"{""Backlog"": {""date_added"": ""2021-06-20T08:42:57Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 269}, ""Steam"": {""date_added"": ""2021-06-20T08:42:57Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 960, ""level_of_completion"": null}]",[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}, ""Simulation"": {""url"": ""https://www.grouvee.com/games/?genre=simulation""}}",{},"{""Kinetic Games"": {""url"": ""https://www.grouvee.com/games/company/22146-kinetic-games/""}}","{""Kinetic Games"": {""url"": ""https://www.grouvee.com/games/company/22146-kinetic-games/""}}",2020-09-18,https://www.grouvee.com/games/83178-phasmophobia/,79109
83234,It Takes Two,"{""Played"": {""date_added"": ""2024-08-23T01:20:52Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/"", ""order"": 207}, ""Steam"": {""date_added"": ""2024-06-10T04:44:53Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/"", ""order"": 264}}",{},,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 17220, ""level_of_completion"": null}]",[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Platformer"": {""url"": ""https://www.grouvee.com/games/?genre=platformer""}}",{},"{""Hazelight"": {""url"": ""https://www.grouvee.com/games/company/6989-hazelight/""}}","{""Electronic Arts"": {""url"": ""https://www.grouvee.com/games/company/4907-electronic-arts/""}}",2021-03-26,https://www.grouvee.com/games/83234-it-takes-two/,79147
83235,Lost in Random,"{""Wish List"": {""date_added"": ""2024-03-03T05:20:21Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 280}}",{},,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Card Game"": {""url"": ""https://www.grouvee.com/games/?genre=card-game""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}",{},"{""Thunderful"": {""url"": ""https://www.grouvee.com/games/company/20596-thunderful/""}, ""Zoink Games"": {""url"": ""https://www.grouvee.com/games/company/18297-zoink-games/""}}","{""Electronic Arts"": {""url"": ""https://www.grouvee.com/games/company/4907-electronic-arts/""}}",2021-09-10,https://www.grouvee.com/games/83235-lost-in-random/,79148
84136,Toss!,"{""Wish List"": {""date_added"": ""2023-08-15T08:02:08Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 229}, ""VR"": {""date_added"": ""2023-08-15T08:02:09Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/600159-vr/"", ""order"": 110}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Platformer"": {""url"": ""https://www.grouvee.com/games/?genre=platformer""}}",{},{},{},,https://www.grouvee.com/games/84136-toss/,79807
84225,5D Chess With Multiverse Time Travel,"{""Wish List"": {""date_added"": ""2023-08-15T08:22:29Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 267}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Puzzle"": {""url"": ""https://www.grouvee.com/games/?genre=puzzle""}, ""Strategy"": {""url"": ""https://www.grouvee.com/games/?genre=strategy""}}",{},"{""Thunkspace, LLC"": {""url"": ""https://www.grouvee.com/games/company/21816-thunkspace-llc/""}}",{},2020-07-22,https://www.grouvee.com/games/84225-5d-chess-with-multiverse-time-travel/,79885
84373,BattlegroupVR,"{""Wish List"": {""date_added"": ""2023-08-15T08:13:27Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 249}, ""VR"": {""date_added"": ""2023-08-15T08:13:28Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/600159-vr/"", ""order"": 131}}",{},,,[],[],{},{},{},{},,https://www.grouvee.com/games/84373-battlegroupvr/,80022
84442,PowerWash Simulator,"{""Wish List"": {""date_added"": ""2023-08-15T08:01:27Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 228}, ""VR"": {""date_added"": ""2023-08-15T08:01:29Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/600159-vr/"", ""order"": 109}}",{},,,[],[],"{""Simulation"": {""url"": ""https://www.grouvee.com/games/?genre=simulation""}}",{},"{""FuturLab"": {""url"": ""https://www.grouvee.com/games/company/5993-futurlab/""}}","{""FuturLab"": {""url"": ""https://www.grouvee.com/games/company/5993-futurlab/""}, ""Square Enix"": {""url"": ""https://www.grouvee.com/games/company/15061-square-enix/""}}",2021-05-19,https://www.grouvee.com/games/84442-powerwash-simulator/,80088
84541,Tormented Souls  ,"{""Wish List"": {""date_added"": ""2023-08-15T08:45:06Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 277}, ""VR"": {""date_added"": ""2023-08-15T08:45:11Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/600159-vr/"", ""order"": 155}}",{},,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}}",{},"{""Abstract Digital "": {""url"": ""https://www.grouvee.com/games/company/21911-abstract-digital/""}, ""Dual Effect "": {""url"": ""https://www.grouvee.com/games/company/21912-dual-effect/""}}","{""PQube"": {""url"": ""https://www.grouvee.com/games/company/12617-pqube/""}}",2021-08-27,https://www.grouvee.com/games/84541-tormented-souls/,80175
84655,Necrosis: Reconfigurated,"{""Wish List"": {""date_added"": ""2020-10-08T19:53:14Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/""}, ""VR"": {""date_added"": ""2020-10-08T19:53:17Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/600159-vr/"", ""order"": 36}}",{},,,[],[],"{""First-Person Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=first-person-shooter""}}",{},"{""BlackHawk Games"": {""url"": ""https://www.grouvee.com/games/company/21951-blackhawk-games/""}}",{},2020-05-29,https://www.grouvee.com/games/84655-necrosis-reconfigurated/,80271
84663,Black Myth: Wukong,"{""Wish List"": {""date_added"": ""2024-08-23T01:20:37Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 288}}",{},,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Brawler"": {""url"": ""https://www.grouvee.com/games/?genre=brawler""}}",{},"{""Game Science Studio"": {""url"": ""https://www.grouvee.com/games/company/21949-game-science-studio/""}}","{""Game Science Studio"": {""url"": ""https://www.grouvee.com/games/company/21949-game-science-studio/""}}",2024-08-20,https://www.grouvee.com/games/84663-black-myth-wukong/,80279
84718,Stride,"{""Playing"": {""date_added"": ""2024-04-30T05:55:39Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547299-playing/"", ""order"": 10}, ""Wish List"": {""date_added"": ""2023-08-15T07:58:01Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 220}, ""VR"": {""date_added"": ""2023-08-15T07:58:03Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/600159-vr/"", ""order"": 101}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 2160, ""level_of_completion"": null}]",[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}}",{},"{""Joy Way"": {""url"": ""https://www.grouvee.com/games/company/8294-joy-way/""}}","{""Joy Way"": {""url"": ""https://www.grouvee.com/games/company/8294-joy-way/""}}",2020-09-04,https://www.grouvee.com/games/84718-stride/,80324
84948,Grime,"{""Wish List"": {""date_added"": ""2023-08-05T02:46:01Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 203}}",{},,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Platformer"": {""url"": ""https://www.grouvee.com/games/?genre=platformer""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}",{},"{""Clover Bite "": {""url"": ""https://www.grouvee.com/games/company/22043-clover-bite/""}}","{""Akupara Games"": {""url"": ""https://www.grouvee.com/games/company/18450-akupara-games/""}}",2021-08-02,https://www.grouvee.com/games/84948-grime/,80500
84979,Cook-Out: A Sandwitch Tale,"{""Wish List"": {""date_added"": ""2023-08-15T08:14:47Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 252}, ""VR"": {""date_added"": ""2023-08-15T08:14:49Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/600159-vr/"", ""order"": 134}}",{},,,[],[],{},{},{},{},,https://www.grouvee.com/games/84979-cook-out-a-sandwitch-tale/,80524
85108,Assassin's Creed Nexus VR,"{""Wish List"": {""date_added"": ""2023-08-15T07:57:09Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 218}, ""VR"": {""date_added"": ""2023-08-15T07:57:12Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/600159-vr/"", ""order"": 98}}","{""Meta Quest"": {""url"": ""https://www.grouvee.com/games/?platform=meta-quest""}}",,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}}","{""Assassin's Creed"": {""url"": ""https://www.grouvee.com/games/franchise/769-assassins-creed/""}}","{""Ubisoft Montreal Studios"": {""url"": ""https://www.grouvee.com/games/company/16942-ubisoft-montreal-studios/""}}","{""Ubisoft Entertainment"": {""url"": ""https://www.grouvee.com/games/company/16936-ubisoft-entertainment/""}}",2023-11-16,https://www.grouvee.com/games/85108-assassins-creed-nexus-vr/,80638
85111,Hogwarts Legacy,"{""Wish List"": {""date_added"": ""2023-09-20T14:00:02Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 278}}",{},,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}","{""Harry Potter"": {""url"": ""https://www.grouvee.com/games/franchise/266-harry-potter/""}}","{""Avalanche Software LLC"": {""url"": ""https://www.grouvee.com/games/company/1431-avalanche-software-llc/""}, ""Portkey Games"": {""url"": ""https://www.grouvee.com/games/company/22087-portkey-games/""}}","{""WB Games"": {""url"": ""https://www.grouvee.com/games/company/17624-wb-games/""}}",2023-02-10,https://www.grouvee.com/games/85111-hogwarts-legacy/,80641
85117,Monster Hunter Rise,"{""Wish List"": {""date_added"": ""2022-03-24T12:36:03Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 167}}",{},,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}","{""Monster Hunter"": {""url"": ""https://www.grouvee.com/games/franchise/1583-monster-hunter/""}}","{""Capcom"": {""url"": ""https://www.grouvee.com/games/company/2599-capcom/""}}","{""Capcom"": {""url"": ""https://www.grouvee.com/games/company/2599-capcom/""}, ""Justdan International"": {""url"": ""https://www.grouvee.com/games/company/23590-justdan-international/""}}",2021-03-26,https://www.grouvee.com/games/85117-monster-hunter-rise/,80644
85735,Cooking Simulator VR,"{""Wish List"": {""date_added"": ""2021-07-11T18:41:10Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 136}, ""VR"": {""date_added"": ""2021-07-11T18:41:13Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/600159-vr/"", ""order"": 82}}",{},,,[],[],"{""Simulation"": {""url"": ""https://www.grouvee.com/games/?genre=simulation""}}","{""Cooking Simulator"": {""url"": ""https://www.grouvee.com/games/franchise/4860-cooking-simulator/""}}","{""GameBoom VR"": {""url"": ""https://www.grouvee.com/games/company/22247-gameboom-vr/""}}","{""Big Cheese Studio"": {""url"": ""https://www.grouvee.com/games/company/1808-big-cheese-studio/""}, ""PlayWay"": {""url"": ""https://www.grouvee.com/games/company/12447-playway/""}}",2020-10,https://www.grouvee.com/games/85735-cooking-simulator-vr/,81124
86065,Aperture Hand Lab,"{""Played"": {""date_added"": ""2020-12-26T09:44:57Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/"", ""order"": 149}, ""Steam"": {""date_added"": ""2020-12-26T09:44:57Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",5,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 5340, ""level_of_completion"": null}]",[],{},"{""Portal"": {""url"": ""https://www.grouvee.com/games/franchise/1714-portal/""}}","{""Cloudhead Games"": {""url"": ""https://www.grouvee.com/games/company/3088-cloudhead-games/""}}","{""Valve Corporation"": {""url"": ""https://www.grouvee.com/games/company/17184-valve-corporation/""}}",2019-06-25,https://www.grouvee.com/games/86065-aperture-hand-lab/,81351
86170,Friday Night Funkin,"{""Played"": {""date_added"": ""2021-07-11T18:34:20Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/"", ""order"": 170}, ""Endless"": {""date_added"": ""2021-07-11T18:34:23Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547305-endless/"", ""order"": 59}}",{},,,[],[],"{""Music/Rhythm"": {""url"": ""https://www.grouvee.com/games/?genre=musicrhythm""}}",{},"{""Cameron Taylor"": {""url"": ""https://www.grouvee.com/games/company/23902-cameron-taylor/""}}",{},2020-10-05,https://www.grouvee.com/games/86170-friday-night-funkin/,81411
86257,Nekopara Vol. 4,"{""Played"": {""date_added"": ""2021-01-01T19:31:19Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/""}}",{},4,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}","{""Nekopara"": {""url"": ""https://www.grouvee.com/games/franchise/3412-nekopara/""}}","{""NEKO WORKs"": {""url"": ""https://www.grouvee.com/games/company/10835-neko-works/""}}","{""Sekai Project"": {""url"": ""https://www.grouvee.com/games/company/14093-sekai-project/""}}",2020-11-26,https://www.grouvee.com/games/86257-nekopara-vol-4/,81477
86548,Devour,"{""Wish List"": {""date_added"": ""2023-08-15T08:09:47Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 244}, ""VR"": {""date_added"": ""2023-08-15T08:09:49Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/600159-vr/"", ""order"": 126}}",{},,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}",{},"{""Joe Fender"": {""url"": ""https://www.grouvee.com/games/company/8188-joe-fender/""}, ""Luke Fanning"": {""url"": ""https://www.grouvee.com/games/company/9424-luke-fanning/""}, ""Straight Back Games"": {""url"": ""https://www.grouvee.com/games/company/20452-straight-back-games/""}}","{""Straight Back Games"": {""url"": ""https://www.grouvee.com/games/company/20452-straight-back-games/""}}",2021-01-28,https://www.grouvee.com/games/86548-devour/,81677
87154,Death's Door,"{""Wish List"": {""date_added"": ""2023-05-01T07:57:27Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 202}}",{},,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}}",{},"{""Acid Nerve"": {""url"": ""https://www.grouvee.com/games/company/350-acid-nerve/""}}","{""Devolver Digital"": {""url"": ""https://www.grouvee.com/games/company/4132-devolver-digital/""}}",2021-07-20,https://www.grouvee.com/games/87154-deaths-door/,82153
87328,Before Your Eyes,"{""Wish List"": {""date_added"": ""2024-07-22T15:10:01Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 281}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}",{},"{""GoodbyeWorld Games"": {""url"": ""https://www.grouvee.com/games/company/22641-goodbyeworld-games/""}}","{""Skybound Entertainment"": {""url"": ""https://www.grouvee.com/games/company/14531-skybound-entertainment/""}}",2021-04-08,https://www.grouvee.com/games/87328-before-your-eyes/,
87496,Blender 3d,"{""Played"": {""date_added"": ""2021-10-04T08:49:09Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/"", ""order"": 173}, ""Steam"": {""date_added"": ""2021-10-04T08:49:09Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/"", ""order"": 239}}",{},,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 108120, ""level_of_completion"": null}]",[],{},{},{},{},,https://www.grouvee.com/games/87496-blender-3d/,82442
87612,Vertigo 2,"{""Wish List"": {""date_added"": ""2023-08-15T07:52:30Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 206}, ""VR"": {""date_added"": ""2023-08-15T07:52:32Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/600159-vr/"", ""order"": 86}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""First-Person Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=first-person-shooter""}}","{""Vertigo"": {""url"": ""https://www.grouvee.com/games/franchise/4954-vertigo/""}}","{"" Zach Tsiakalis-Brown"": {""url"": ""https://www.grouvee.com/games/company/22736-zach-tsiakalis-brown/""}, ""Errol Bucy"": {""url"": ""https://www.grouvee.com/games/company/22735-errol-bucy/""}}","{""Zulubo Productions"": {""url"": ""https://www.grouvee.com/games/company/22737-zulubo-productions/""}}",2023-03-30,https://www.grouvee.com/games/87612-vertigo-2/,82545
87990,Palia,"{""Backlog"": {""date_added"": ""2024-05-29T04:43:01Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 285}, ""Steam"": {""date_added"": ""2024-05-29T04:43:01Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/"", ""order"": 261}}",{},,,[],[],"{""MMORPG"": {""url"": ""https://www.grouvee.com/games/?genre=mmorpg""}, ""Simulation"": {""url"": ""https://www.grouvee.com/games/?genre=simulation""}}",{},"{""Singularity 6"": {""url"": ""https://www.grouvee.com/games/company/22877-singularity-6/""}}","{""Singularity 6"": {""url"": ""https://www.grouvee.com/games/company/22877-singularity-6/""}}",2023-10-24,https://www.grouvee.com/games/87990-palia/,82834
